X,Y,Class
11.971796748837418,-7.5048890921111955,3
-8.27715971012342,3.589365740151502,2
6.159894528797402,-3.1743282582762005,3
-8.445008035756732,3.8457456457168315,2
-8.012579534476867,2.9022112144490615,2
5.266095694062026,3.842657223635478,1
5.332398812751981,-8.529808774591935,3
1.1698727954747765,-1.2618387521721162,1
3.8735011529758685,-1.6025010629694854,0
-8.014674775812617,2.9897495908749914,2
-7.585248934508654,2.546480174354667,2
-7.784021060049748,2.4080616741488625,2
2.839999202124377,-0.9520088926244661,3
-2.4251260088115085,5.015734762429695,1
-7.852110344411759,3.3753644974063564,2
9.499011556071402,-0.5283610908732914,3
4.110926719146972,-1.6354392979214905,0
2.5796712818507626,-4.296566602038685,0
7.261294532979948,-3.8802355160655733,3
-1.0914410967635044,4.0860540098042595,1
3.1792711827272173,-2.455947971713975,0
3.4209307396329676,-7.140003225439013,3
-2.868286043718461,-3.4682864308741355,1
-1.415397855472736,-0.275382340666086,1
-8.038285330508678,4.199234940676692,2
0.8623917959848009,3.271174671981487,1
7.014049467416487,-3.471904157830318,0
-9.038949400646308,1.5402907840257773,2
5.1582411564173505,-7.763750910825566,3
-2.5379323599015686,2.385991010512828,1
6.8982906372761725,0.2130880421531387,3
4.193444625084424,-3.332804013755697,0
4.217180244798949,-2.781480757687768,0
-7.911445128409312,3.375149564581033,2
-8.692786909931506,3.608518820697294,2
0.041122814664210416,5.836402312415411,1
4.325178873561983,-10.669734507641568,3
5.167976404076604,-5.066526192952125,0
0.8108246176982652,-7.703225114867916,3
-8.34554138639439,3.0165148808287263,2
7.312802236602865,-3.2874933604543255,3
3.593335227810708,-3.394265487892628,0
-4.795134828162682,5.908691854749986,1
10.117979520909984,-2.691806877340663,3
4.081054855917434,-2.7629332737388053,3
3.6523223354883214,-7.145443289423639,3
2.2176015288451643,4.521784956318122,3
1.785504551570364,1.0031343670753343,1
-7.439929214925389,3.8627401068578306,2
-9.237243731086782,3.562787044699755,2
3.486909151834844,-4.163666530247254,0
-8.082111338288659,3.0635492810610083,2
4.745931074890558,-4.83681345537716,0
2.9002852222078954,-3.5124360197695372,0
-3.9975853064242073,2.7201016958118873,1
4.190322046793179,-5.162778256420516,0
3.2754516275200896,-3.1606578012354536,0
-7.879349588406751,3.082650480387186,2
-4.134467664411005,6.320187413749759,1
4.504280150264784,-2.3166567672954437,0
-2.024283157331028,8.14785784715249,1
-0.60149545204558,3.9031114368267668,1
2.6859221105382565,-2.066304181675504,0
3.8306629170466424,-2.788800573656222,0
-1.600401952301468,2.1470338350711575,1
6.100715015600953,-9.599557353630704,3
7.059332724714013,-8.469875822081512,3
15.514005979049372,1.0755221920458142,3
-7.867649587568962,3.707408268705534,2
7.221790512546702,-2.610393950596196,3
-8.322366074938536,3.6728246583827753,2
-3.24976698473027,2.5425890095269956,1
2.792966110653005,-3.7413607093631027,0
14.313389104925434,-1.9895293443919546,3
-7.973985365068612,3.5797562959406015,2
-8.459019270955176,2.5194129821784914,2
-7.33292010670021,3.4382318107191945,2
-3.3915305009201657,7.612594250994977,1
9.402197181671749,4.682054712717138,3
-5.008807158560732,0.2368631426109733,1
-0.4458601997781353,2.1786049064170827,1
-7.412426873217723,3.9524923882871716,2
-0.24877959789015058,2.6046413340667964,1
-3.8783436194375276,1.9857389628759905,1
5.2571935506691405,-1.9566114362199765,0
-0.0999360826036162,2.9885203439562247,1
0.10678379015784456,2.568216483747313,1
-8.228760553262914,3.5148716155846476,2
0.24879483631826482,2.8882189036240455,1
5.192242079610083,-4.184956443910254,0
-8.590558620946718,3.1828840025607215,2
-0.6658307953890819,-0.9627896693750357,1
4.971409348174998,-2.680346339484684,0
-2.368975086776386,-4.066530262676887,3
5.98333092412033,-13.62387199014653,3
10.733051276553077,-0.6143009449964367,3
-7.9487344852045405,2.8704581369448783,2
4.092479075688285,-4.6076191411793515,3
0.6418875460155844,4.234244538942676,1
-8.23143750893406,2.586867131174431,2
3.1998155835439963,-2.384907977242409,0
5.015681062135727,-3.9472421570303298,0
1.5982305510678918,-9.898783087285233,3
-3.997999807218269,1.6324612525169035,1
4.972877915887288,-3.990124963922234,0
-7.560443321663482,2.5124579566475522,2
-8.193456913570241,3.4570776794770834,2
-1.354571901226688,5.244176873790095,1
5.064505555504015,-1.8000837407152055,0
-8.006246797776427,3.3542445017480387,2
-9.151589101257052,3.034304625744002,2
2.8268025955931124,-7.7179409677132504,3
0.39717134268735554,1.9373844126515598,1
5.495838728587585,-5.36528683488837,0
8.666614744442303,-0.28845525287720974,3
4.902100969821626,-7.9658146375431365,3
4.1530890481846825,-2.936023453867328,0
1.1259983673834855,-5.689397451264251,3
-1.7531359807892324,3.0948199364710884,1
0.37465915929737026,-8.388534615059083,3
4.531094770539645,-1.9363174048518021,0
5.101137156320316,-3.853098101342087,0
-3.435115589272241,2.495454456590323,1
-8.364203087907589,3.469721950562773,2
9.350669816678337,-10.044520544391546,3
3.7813701022021244,-3.918490601795614,0
-2.3379614087123413,3.6134987514043897,1
-7.475008846212052,3.5463404956647553,2
-4.509213575540108,-1.1646280010495627,1
5.597250349677173,-3.353815899806284,0
10.437242167853922,1.6792322805561026,3
16.903703303783637,-8.430194994769757,3
3.6257957237221574,-0.918137835074075,0
5.110092532009223,-3.5411528602616693,0
-7.637866390060831,3.5438390031355698,2
7.983217220614005,-7.553246361924659,3
3.870345404225248,-2.2852737360627406,0
0.2060986535588749,3.4119003430090378,1
-8.504659678733264,2.104845560001303,2
-1.8696020280773054,-0.2002180482397775,1
3.954050593945749,-3.779303829101708,0
4.31296790628302,-2.9436512752349984,3
4.166245003348318,-3.292420503363885,0
4.278030372981502,-1.950518710265597,0
-8.623849191919431,2.959968309653887,2
4.951500615943517,-2.434536679987819,0
-1.9417127123072304,5.371346594200205,1
-8.572749739942594,2.569151853634697,2
-2.8989675533245354,2.0264530633503655,1
-7.894122796662593,3.315081263287289,2
0.16406411264110488,1.5638666976323221,1
-2.233939776809115,5.3149697415523285,1
-8.456973939872876,2.903579032882888,2
3.886060675433799,-3.6008489878935963,3
4.9378903937298455,-2.152552635723402,0
-4.298412353479489,-0.3384663070050147,1
1.4762139299033126,0.5955703595993045,1
-8.388587911706606,2.8023662045683024,2
0.32292700223772797,2.5676893179368507,1
-2.4328182093874746,-5.3582973902010185,3
8.886379813019474,-6.552035745168816,3
2.0365545658860893,2.9936367451483075,1
-4.283377410711967,5.8838087066852385,1
2.5554112024580524,-2.753925496789094,0
-6.028070530815944,5.117233490888943,1
-9.117219922094053,2.9349216183527216,2
-8.412237248456872,2.677937881804684,2
0.3043616332577419,1.6263681179858314,1
3.938186969261322,-5.31455965583639,0
9.602768030496325,-9.280303448400907,3
-1.4579538593683488,3.167333994157916,1
-1.136302271214731,-0.01929765672572703,1
-8.486010566941419,4.262776070853363,2
3.7021586267329756,-12.06612744071168,3
4.349350889164272,-3.3559403490527426,0
4.4112539006305775,3.9250197011032295,3
-1.2115790222995173,0.24759635027200666,3
-6.799509806006366,-1.3156787757068353,1
4.408923305844029,-12.855424674470552,3
-0.7052646439911188,2.1514962295350446,1
7.012054553520752,-6.771403410351276,3
-7.672547740354807,2.78385757242999,2
1.4996438128108966,-1.822086418312244,3
5.0741736907729775,-3.441683517162382,0
-7.718941504006642,2.2411392547704665,2
-1.701716291120247,2.3014740223007446,1
11.426854138485034,-7.352088125475287,3
4.134061394420546,-4.731025409306607,3
3.460470924349832,-11.592263299695645,3
0.5170086619973917,6.736426855645009,1
3.2434212421519453,-3.1327033963793083,0
6.100161797479137,0.22463980245923398,3
3.3512413213822945,-0.7996947780832899,0
-8.482182022971863,2.6493605038965478,2
8.41487828444087,-7.241089660895906,3
3.5215791437698156,-2.161744357217893,0
-2.3393843969153947,0.8681682389743739,1
-8.91295075864252,3.7548039838448055,2
4.943485117956834,-2.013498370108767,0
3.853335783856245,-4.858970575159143,0
2.3103913565318397,4.247248394846881,1
3.968996234439142,-2.560983977824542,0
1.8517350290563876,-0.8294048196736776,3
6.850924627373187,-1.6555073598606045,3
4.662430247874528,-3.0081386828151735,0
-5.174446000636143,-1.3897526781644194,1
-1.7303652877011602,3.9401913262380557,1
4.289656907496988,-3.340211817291583,0
0.5903078092399667,6.41623814712014,1
4.7649584767195945,-2.7730129192103106,0
-8.349476863716921,4.0682798122967245,2
-8.142986430432595,2.78182498607037,2
-2.685135537739227,3.034732436356331,1
-8.664823411303457,3.377733238484576,2
3.6604543081076626,-3.7279860238331666,0
-8.02927077936281,3.4808238082441587,2
6.388018863562486,-6.672885295117765,3
5.381423503532394,-4.613749457500409,0
-8.032137863985307,2.817351740829475,2
4.623230993669317,-1.6149426535022071,0
-5.673315863344861,1.1933636528028932,3
-7.86139268567205,2.875986900606665,2
-8.617396861251006,3.2748633529843687,2
-8.32185891419655,3.428065796403759,2
-8.573676456244835,2.961416615112447,2
